Date,JUN_RD_NO_TP,JUN_RD_NO_forecaset
2023-06-05,289416,288858.6806657645
2023-06-05,289391,288830.4992695273
2023-06-05,289427,288866.2857256283
2023-06-05,289454,288838.1043293911
2023-06-05,290825,288873.8907854921
2023-06-05,290315,288845.70938925486
2023-06-05,289483,288881.49584535585
2023-06-05,289500,288853.3144491186
2023-06-05,289448,288889.1009052196
2023-06-05,289449,288860.9195089824
2023-06-05,289664,288896.7059650834
2023-06-05,289496,288868.52456884616
2023-06-05,289557,288904.31102494715
2023-06-05,289482,288876.1296287099
2023-06-05,289711,288911.9160848109
2023-06-05,302763,288883.7346885737
2023-06-05,295433,288919.5211446747
2023-06-05,289554,288891.33974843746
2023-06-05,289577,288927.12620453845
2023-06-05,289535,288898.9448083012
2023-06-05,290925,288934.7312644022
2023-06-05,289560,288906.549868165
2023-06-05,289507,288942.336324266
2023-06-05,289593,288914.1549280288
2023-06-05,289564,288949.9413841297
2023-06-05,292027,288921.7599878925
2023-06-05,289673,288957.5464439935
2023-06-05,289440,288929.3650477563
2023-06-05,289426,288965.1515038573
2023-06-05,298362,288936.97010762006
2023-06-05,289384,288972.75656372105
2023-06-05,289316,288944.5751674838
2023-06-05,289562,288980.3616235848
2023-06-05,289709,288952.1802273476
2023-06-05,289346,288987.9666834486
2023-06-05,289332,288959.78528721136
2023-06-05,289370,288995.57174331235
2023-06-05,289306,288967.3903470751
2023-06-05,289289,289003.1768031761
2023-06-05,289353,288974.9954069389
2023-06-05,289292,289010.7818630399
2023-06-05,289395,288982.60046680266
2023-06-05,290815,289018.38692290365
2023-06-05,289537,288990.2055266664
2023-06-05,289281,289025.9919827674
2023-06-05,289359,288997.8105865302
2023-06-05,290395,289033.5970426312
2023-06-05,289398,289005.415646394
2023-06-05,289431,289041.2021024949
2023-06-05,289333,289013.0207062577
2023-06-05,289492,289048.8071623587
2023-06-05,289660,289020.6257661215
2023-06-05,289360,289056.4122222225
2023-06-05,289382,289028.23082598526
2023-06-05,289451,289064.01728208625
2023-06-05,289559,289035.835885849
2023-06-05,289351,289071.62234195
2023-06-05,289326,289043.4409457128
2023-06-05,289355,289079.2274018138
2023-06-05,289368,289051.04600557656
2023-06-05,289381,289086.83246167755
2023-06-05,289393,289058.6510654403
2023-06-05,289433,289094.4375215413
2023-06-05,289354,289066.2561253041
2023-06-05,289580,289102.0425814051
2023-06-05,289296,289073.86118516786
2023-06-05,289757,289109.64764126885
2023-06-05,290355,289081.4662450316
2023-06-05,285694,289117.2527011326
2023-06-05,288513,289089.0713048954
2023-06-05,288502,289124.8577609964
2023-06-05,288985,289096.6763647592
2023-06-05,288540,289132.4628208601
2023-06-05,289993,289104.2814246229
2023-06-05,288537,289140.0678807239
2023-06-05,289594,289111.8864844867
2023-06-05,288551,289147.6729405877
2023-06-05,288765,289119.49154435046
2023-06-05,288564,289155.27800045145
2023-06-05,288610,289127.0966042142
2023-06-05,288567,289162.8830603152
2023-06-05,288581,289134.701664078
2023-06-05,289403,289170.488120179
2023-06-05,288654,289142.30672394176
2023-06-05,289304,289178.09318004275
2023-06-05,288881,289149.9117838055
2023-06-05,289062,289185.6982399065
2023-06-05,288444,289157.5168436693
2023-06-05,292349,289193.3032997703
2023-06-05,289633,289165.12190353306
2023-06-05,289649,289200.90835963405
2023-06-05,289730,289172.7269633968
2023-06-05,289665,289208.5134194978
2023-06-05,289669,289180.3320232606
2023-06-05,289670,289216.1184793616
2023-06-05,288605,289187.9370831244
2023-06-05,289974,289223.7235392253
2023-06-05,294033,289195.5421429881
2023-06-05,288420,289231.3285990891
2023-06-05,288410,289203.1472028519
2023-06-05,288422,289238.9336589529
2023-06-05,289687,289210.75226271566
2023-06-05,294417,289246.53871881665
2023-06-05,288445,289218.3573225794
2023-06-05,289736,289254.1437786804
2023-06-05,289595,289225.9623824432
2023-06-05,288602,289261.7488385442
2023-06-05,288611,289233.56744230696
2023-06-05,289428,289269.35389840795
2023-06-05,290589,289241.1725021707
2023-06-05,289781,289276.9589582717
2023-06-05,290239,289248.7775620345
2023-06-05,289822,289284.5640181355
2023-06-05,289691,289256.38262189826
2023-06-05,289772,289292.16907799925
2023-06-05,289611,289263.987681762
2023-06-05,289609,289299.774137863
2023-06-05,289612,289271.5927416258
2023-06-05,289625,289307.3791977268
2023-06-05,289610,289279.1978014896
2023-06-05,289598,289314.9842575905
2023-06-05,289640,289286.8028613533
2023-06-05,289603,289322.5893174543
2023-06-05,289775,289294.4079212171
2023-06-05,289737,289330.1943773181
2023-06-05,289771,289302.01298108086
2023-06-05,289053,289337.79943718185
2023-06-05,289407,289309.6180409446
2023-06-05,288609,289345.4044970456
2023-06-05,288627,289317.2231008084
2023-06-05,288601,289353.0095569094
2023-06-05,288719,289324.82816067216
2023-06-05,288699,289360.61461677315
2023-06-05,289424,289332.4332205359
2023-06-05,288665,289368.2196766369
2023-06-05,299213,289340.0382803997
2023-06-05,288649,289375.8247365007
2023-06-05,288638,289347.64334026346
2023-06-05,288688,289383.42979636445
2023-06-05,288670,289355.2484001272
2023-06-05,289129,289391.0348562282
2023-06-05,288729,289362.853459991
2023-06-05,288655,289398.639916092
2023-06-05,293273,289370.4585198548
2023-06-05,289299,289406.2449759557
2023-06-05,295691,289378.0635797185
2023-06-05,289420,289413.8500358195
2023-06-05,292089,289385.6686395823
2023-06-05,288930,289421.4550956833
2023-06-05,289059,289393.27369944606
2023-06-05,290784,289429.06015554705
2023-06-05,291732,289400.8787593098
2023-06-05,292714,289436.6652154108
2023-06-05,297677,289408.4838191736
2023-06-05,288924,289444.2702752746
2023-06-05,288874,289416.08887903736
2023-06-05,288857,289451.87533513835
2023-06-05,294263,289423.6939389011
2023-06-05,288925,289459.4803950021
2023-06-05,288851,289431.2989987649
2023-06-05,288867,289467.0854548659
2023-06-05,288936,289438.90405862866
2023-06-05,289392,289474.69051472965
2023-06-05,288848,289446.5091184924
2023-06-05,289022,289482.2955745934
2023-06-05,290226,289454.1141783562
2023-06-05,289106,289489.9006344572
2023-06-05,288993,289461.71923822
2023-06-05,289071,289497.5056943209
2023-06-05,289008,289469.3242980837
2023-06-05,288962,289505.1107541847
2023-06-05,289026,289476.9293579475
2023-06-05,288982,289512.7158140485
2023-06-05,289133,289484.53441781126
2023-06-05,289000,289520.32087391225
2023-06-05,288988,289492.139477675
2023-06-05,289033,289527.925933776
2023-06-05,288970,289499.7445375388
2023-06-05,288947,289535.5309936398
2023-06-05,288958,289507.34959740256
2023-06-05,289654,289543.13605350355
2023-06-05,288902,289514.9546572663
2023-06-05,289025,289550.7411133673
2023-06-05,290288,289522.5597171301
2023-06-05,288845,289558.3461732311
2023-06-05,288716,289530.16477699386
2023-06-05,289320,289565.95123309485
2023-06-05,289011,289537.7698368576
2023-06-05,288701,289573.5562929586
2023-06-05,288689,289545.3748967214
2023-06-05,288987,289581.1613528224
2023-06-05,290221,289552.9799565852
2023-06-05,289104,289588.7664126861
2023-06-05,288706,289560.5850164489
2023-06-05,288709,289596.3714725499
2023-06-05,288728,289568.1900763127
2023-06-05,288742,289603.9765324137
2023-06-05,289525,289575.79513617646
2023-06-05,288965,289611.58159227745
2023-06-05,289652,289583.4001960402
2023-06-05,288769,289619.1866521412
2023-06-05,302061,289591.005255904
2023-06-05,288732,289626.791712005
2023-06-05,288736,289598.61031576776
2023-06-05,288860,289634.39677186875
2023-06-05,290178,289606.2153756315
2023-06-05,289113,289642.0018317325
2023-06-05,288837,289613.8204354953
2023-06-05,288802,289649.6068915963
2023-06-05,291826,289621.42549535906
2023-06-05,288786,289657.21195146005
2023-06-05,289466,289629.0305552228
2023-06-05,289215,289664.8170113238
2023-06-05,288778,289636.6356150866
2023-06-05,288909,289672.4220711876
2023-06-05,288776,289644.2406749504
2023-06-05,288733,289680.02713105135
2023-06-05,288771,289651.8457348141
2023-06-05,288737,289687.6321909151
2023-06-05,290591,289659.4507946779
2023-06-05,288777,289695.2372507789
2023-06-05,289311,289667.05585454166
2023-06-05,289410,289702.84231064265
2023-06-05,291500,289674.6609144054
2023-06-05,289230,289710.4473705064
2023-06-05,289221,289682.2659742692
2023-06-05,298253,289718.0524303702
2023-06-05,289462,289689.87103413296
2023-06-05,289179,289725.65749023395
2023-06-05,289269,289697.4760939967
2023-06-05,289155,289733.2625500977
2023-06-05,289196,289705.0811538605
2023-06-05,289366,289740.8676099615
2023-06-05,289183,289712.68621372426
2023-06-05,289666,289748.47266982525
2023-06-05,289124,289720.291273588
2023-06-05,289287,289756.077729689
2023-06-05,289229,289727.8963334518
2023-06-05,314488,289763.6827895528
2023-06-05,292440,289735.5013933156
2023-06-05,289254,289771.28784941655
2023-06-05,289293,289743.1064531793
2023-06-05,289220,289778.8929092803
2023-06-05,289273,289750.7115130431
2023-06-05,289246,289786.4979691441
2023-06-05,289214,289758.31657290686
2023-06-05,289201,289794.10302900785
2023-06-05,289439,289765.9216327706
2023-06-05,292005,289801.7080888716
2023-06-05,289249,289773.5266926344
2023-06-05,289240,289809.3131487354
2023-06-05,289291,289781.13175249816
2023-06-05,290425,289816.91820859915
2023-06-05,289243,289788.7368123619
2023-06-05,289228,289824.5232684629
2023-06-05,289267,289796.3418722257
2023-06-05,289233,289832.1283283267
2023-06-05,289225,289803.94693208946
2023-06-05,289174,289839.73338819045
2023-06-05,289216,289811.5519919532
2023-06-05,289157,289847.3384480542
2023-06-05,289148,289819.157051817
2023-06-05,289103,289854.943507918
2023-06-05,289752,289826.7621116808
2023-06-05,289141,289862.54856778175
2023-06-05,289160,289834.3671715445
2023-06-05,289097,289870.1536276455
2023-06-05,289367,289841.9722314083
2023-06-05,289200,289877.7586875093
2023-06-05,290548,289849.57729127206
2023-06-05,289122,289885.36374737305
2023-06-05,289117,289857.1823511358
2023-06-05,289043,289892.9688072368
2023-06-05,289084,289864.7874109996
2023-06-05,289058,289900.5738671006
2023-06-05,290149,289872.39247086336
2023-06-05,289031,289908.17892696435
2023-06-05,289162,289879.9975307271
2023-06-05,286176,289915.7839868281
2023-06-05,289088,289887.6025905909
2023-06-05,289119,289923.3890466919
2023-06-05,290393,289895.20765045466
2023-06-05,289210,289930.99410655565
2023-06-05,289193,289902.8127103184
2023-06-05,289471,289938.5991664194
2023-06-05,289156,289910.4177701822
2023-06-05,289189,289946.2042262832
2023-06-05,289181,289918.022830046
2023-06-05,289050,289953.80928614695
2023-06-05,289314,289925.6278899097
2023-06-05,289317,289961.4143460107
2023-06-05,289177,289933.2329497735
2023-06-05,289182,289969.0194058745
2023-06-05,289328,289940.83800963726
2023-06-05,290254,289976.62446573825
2023-06-05,289188,289948.443069501
2023-06-05,290681,289984.229525602
2023-06-05,289094,289956.0481293648
2023-06-05,289628,289991.8345854658
2023-06-06,290844,289963.65318922856
2023-06-06,289779,289999.43964532955
2023-06-06,290635,289971.2582490923
2023-06-06,290642,290007.0447051933
2023-06-06,290639,289978.8633089561
2023-06-06,290701,290014.6497650571
2023-06-06,291865,289986.46836881986
2023-06-06,290631,290022.25482492085
2023-06-06,290772,289994.0734286836
2023-06-06,290654,290029.8598847846
2023-06-06,290957,290001.6784885474
2023-06-06,290651,290037.4649446484
2023-06-06,290703,290009.2835484112
2023-06-06,290621,290045.07000451215
2023-06-06,299427,290016.8886082749
2023-06-06,290737,290052.6750643759
2023-06-06,290624,290024.4936681387
2023-06-06,293312,290060.2801242397
2023-06-06,290614,290032.09872800246
2023-06-06,290602,290067.88518410345
2023-06-06,302172,290039.7037878662
2023-06-06,290667,290075.4902439672
2023-06-06,290731,290047.30884773
2023-06-06,290781,290083.095303831
2023-06-06,290692,290054.91390759376
2023-06-06,290713,290090.70036369475
2023-06-06,290719,290062.5189674575
2023-06-06,290758,290098.3054235585
2023-06-06,290716,290070.1240273213
2023-06-06,290626,290105.9104834223
2023-06-06,290742,290077.72908718506
2023-06-06,290769,290113.51554328605
2023-06-06,290721,290085.3341470488
2023-06-06,290676,290121.1206031498
2023-06-06,290660,290092.9392069126
2023-06-06,290739,290128.7256630136
2023-06-06,293253,290100.5442667764
2023-06-06,290652,290136.33072287735
2023-06-06,209717,290108.1493266401
2023-06-06,290668,290143.9357827411
2023-06-06,290571,290115.7543865039
2023-06-06,290636,290151.5408426049
2023-06-06,290523,290123.35944636766
2023-06-06,290590,290159.14590246865
2023-06-06,290583,290130.9645062314
2023-06-06,290532,290166.7509623324
2023-06-06,300835,290138.5695660952
2023-06-06,290579,290174.3560221962
2023-06-06,290485,290146.17462595896
2023-06-06,290495,290181.96108205995
2023-06-06,291666,290153.7796858227
2023-06-06,291954,290189.5661419237
2023-06-06,290540,290161.3847456865
2023-06-06,290653,290197.1712017875
2023-06-06,290564,290168.98980555026
2023-06-06,290461,290204.77626165125
2023-06-06,290633,290176.594865414
2023-06-06,290597,290212.381321515
2023-06-06,290490,290184.1999252778
2023-06-06,290549,290219.9863813788
2023-06-06,290518,290191.8049851416
2023-06-06,312787,290227.59144124255
2023-06-06,290665,290199.4100450053
2023-06-06,290567,290235.1965011063
2023-06-06,290627,290207.0151048691
2023-06-06,290824,290242.8015609701
2023-06-06,290743,290214.62016473286
2023-06-06,290562,290250.40662083385
2023-06-06,290501,290222.2252245966
2023-06-06,290515,290258.0116806976
2023-06-06,302232,290229.8302844604
2023-06-06,290604,290265.6167405614
2023-06-06,290511,290237.43534432416
2023-06-06,290517,290273.22180042515
2023-06-06,290809,290245.0404041879
2023-06-06,290509,290280.8268602889
2023-06-06,290565,290252.6454640517
2023-06-06,290484,290288.4319201527
2023-06-06,290528,290260.25052391546
2023-06-06,290715,290296.03698001645
2023-06-06,290750,290267.8555837792
2023-06-06,290755,290303.6420398802
2023-06-06,290754,290275.460643643
2023-06-06,291039,290311.247099744
2023-06-06,291062,290283.0657035068
2023-06-06,291052,290318.85215960775
2023-06-06,291614,290290.6707633705
2023-06-06,294733,290326.4572194715
2023-06-06,291129,290298.2758232343
2023-06-06,300846,290334.0622793353
2023-06-06,291073,290305.88088309806
2023-06-06,292771,290341.66733919905
2023-06-06,290981,290313.4859429618
2023-06-06,290926,290349.2723990628
2023-06-06,291897,290321.0910028256
2023-06-06,291140,290356.8774589266
2023-06-06,291502,290328.69606268936
2023-06-06,290910,290364.48251879035
2023-06-06,291664,290336.3011225531
2023-06-06,290924,290372.0875786541
2023-06-06,291605,290343.9061824169
2023-06-06,291042,290379.6926385179
2023-06-06,291902,290351.51124228066
2023-06-06,291193,290387.29769838165
2023-06-06,291134,290359.1163021444
2023-06-06,291125,290394.9027582454
2023-06-06,291117,290366.7213620082
2023-06-06,291147,290402.5078181092
2023-06-06,291583,290374.326421872
2023-06-06,291133,290410.11287797295
2023-06-06,291153,290381.9314817357
2023-06-06,291104,290417.7179378367
2023-06-06,291558,290389.5365415995
2023-06-06,305998,290425.3229977005
2023-06-06,291102,290397.14160146326
2023-06-06,291119,290432.92805756425
2023-06-06,291673,290404.746661327
2023-06-06,291559,290440.533117428
2023-06-06,291113,290412.3517211908
2023-06-06,291070,290448.1381772918
2023-06-06,290962,290419.95678105456
2023-06-06,290467,290455.74323715555
2023-06-06,290961,290427.5618409183
2023-06-06,292342,290463.3482970193
2023-06-06,294200,290435.1669007821
2023-06-06,290822,290470.9533568831
2023-06-06,290768,290442.77196064586
2023-06-06,290856,290478.55841674685
2023-06-06,291973,290450.3770205096
2023-06-06,290775,290486.1634766106
2023-06-06,290933,290457.9820803734
2023-06-06,290818,290493.7685364744
2023-06-06,290930,290465.5871402372
2023-06-06,290853,290501.37359633815
2023-06-06,290736,290473.1922001009
2023-06-06,290796,290508.9786562019
2023-06-06,290729,290480.7972599647
2023-06-06,290779,290516.5837160657
2023-06-06,290753,290488.40231982846
2023-06-06,292864,290524.18877592945
2023-06-06,290785,290496.0073796922
2023-06-06,290788,290531.7938357932
2023-06-06,290984,290503.612439556
2023-06-06,290842,290539.398895657
2023-06-06,292125,290511.21749941976
2023-06-06,292034,290547.00395552075
2023-06-06,290979,290518.8225592835
2023-06-06,291404,290554.6090153845
2023-06-06,293966,290526.4276191473
2023-06-06,290905,290562.2140752483
2023-06-06,291056,290534.03267901106
2023-06-06,290854,290569.81913511205
2023-06-06,290876,290541.6377388748
2023-06-06,290832,290577.4241949758
2023-06-06,290855,290549.2427987386
2023-06-06,290904,290585.0292548396
2023-06-06,291398,290556.8478586024
2023-06-06,293574,290592.63431470335
2023-06-06,290816,290564.4529184661
2023-06-06,290841,290600.2393745671
2023-06-06,290847,290572.0579783299
2023-06-06,290901,290607.8444344309
2023-06-06,290539,290579.66303819366
2023-06-06,293972,290615.44949429465
2023-06-06,290551,290587.2680980574
2023-06-06,290215,290623.0545541584
2023-06-06,290001,290594.8731579212
2023-06-06,290005,290630.6596140222
2023-06-06,290008,290602.47821778496
2023-06-06,290019,290638.26467388595
2023-06-06,290003,290610.0832776487
2023-06-06,292007,290645.8697337497
2023-06-06,290072,290617.6883375125
2023-06-06,290026,290653.4747936135
2023-06-06,290046,290625.29339737626
2023-06-06,291420,290661.07985347725
2023-06-06,289997,290632.89845724
2023-06-06,289995,290668.684913341
2023-06-06,292172,290640.5035171038
2023-06-06,292288,290676.2899732048
2023-06-06,289966,290648.1085769676
2023-06-06,289987,290683.89503306855
2023-06-06,289972,290655.7136368313
2023-06-06,290013,290691.5000929323
2023-06-06,290033,290663.3186966951
2023-06-06,290129,290699.1051527961
2023-06-06,290628,290670.92375655886
2023-06-06,290871,290706.71021265985
2023-06-06,290049,290678.5288164226
2023-06-06,290679,290714.3152725236
2023-06-06,290442,290686.1338762864
2023-06-06,290081,290721.9203323874
2023-06-06,290103,290693.73893615016
2023-06-06,290306,290729.52539225115
2023-06-06,290051,290701.3439960139
2023-06-06,290068,290737.1304521149
2023-06-06,290861,290708.9490558777
2023-06-06,290110,290744.7355119787
2023-06-06,290170,290716.55411574146
2023-06-06,290052,290752.34057184245
2023-06-06,290061,290724.1591756052
2023-06-06,290064,290759.9456317062
2023-06-06,289983,290731.764235469
2023-06-06,289959,290767.55069157
2023-06-06,289946,290739.3692953328
2023-06-06,289881,290775.15575143375
2023-06-06,289869,290746.9743551965
2023-06-06,289890,290782.7608112975
2023-06-06,289877,290754.5794150603
2023-06-06,289860,290790.3658711613
2023-06-06,289862,290762.18447492406
2023-06-06,289848,290797.97093102505
2023-06-06,290267,290769.7895347878
2023-06-06,289836,290805.5759908888
2023-06-06,289839,290777.3945946516
2023-06-06,289837,290813.1810507526
2023-06-06,289835,290784.99965451536
2023-06-06,289968,290820.78611061635
2023-06-06,300382,290792.6047143791
2023-06-06,289805,290828.3911704801
2023-06-06,290552,290800.2097742429
2023-06-06,290415,290835.9962303439
2023-06-06,289963,290807.81483410666
2023-06-06,290054,290843.60129020765
2023-06-06,293388,290815.4198939704
2023-06-06,290021,290851.2063500714
2023-06-06,289953,290823.0249538342
2023-06-06,289960,290858.8114099352
2023-06-06,290056,290830.630013698
2023-06-06,291023,290866.41646979895
2023-06-06,289941,290838.2350735617
2023-06-06,289944,290874.0215296627
2023-06-06,289935,290845.8401334255
2023-06-06,289947,290881.6265895265
2023-06-06,289948,290853.44519328926
2023-06-06,289940,290889.23164939025
2023-06-06,289969,290861.050253153
2023-06-06,291089,290896.836709254
2023-06-06,290120,290868.6553130168
2023-06-06,289933,290904.4417691178
2023-06-06,290700,290876.26037288056
2023-06-06,289928,290912.04682898155
2023-06-06,290456,290883.8654327443
2023-06-06,290211,290919.6518888453
2023-06-06,299628,290891.4704926081
2023-06-06,290139,290927.2569487091
2023-06-06,290441,290899.07555247186
2023-06-06,290384,290934.86200857285
2023-06-06,290336,290906.6806123356
2023-06-06,290945,290942.4670684366
2023-06-06,290363,290914.2856721994
2023-06-06,290352,290950.0721283004
2023-06-06,290338,290921.8907320632
2023-06-06,290390,290957.67718816415
2023-06-06,293133,290929.4957919269
2023-06-06,290499,290965.2822480279
2023-06-06,290381,290937.1008517907
2023-06-06,290316,290972.8873078917
2023-06-06,290359,290944.70591165446
2023-06-06,290308,290980.49236775545
2023-06-06,290330,290952.3109715182
2023-06-06,290478,290988.0974276192
2023-06-06,290403,290959.916031382
2023-06-06,290413,290995.702487483
2023-06-06,290407,290967.52109124576
2023-06-06,290454,291003.30754734675
2023-06-06,290448,290975.1261511095
2023-06-06,290099,291010.9126072105
2023-06-06,290592,290982.7312109733
2023-06-06,290416,291018.5176670743
2023-06-06,290902,290990.33627083706
2023-06-06,290412,291026.12272693805
2023-06-06,290483,290997.9413307008
2023-06-06,290423,291033.7277868018
2023-06-06,290477,291005.5463905646
2023-06-06,290426,291041.3328466656
2023-06-06,290414,291013.1514504284
2023-06-06,290449,291048.93790652935
2023-06-06,292559,291020.7565102921
2023-06-06,290377,291056.5429663931
2023-06-06,290404,291028.3615701559
2023-06-06,290434,291064.1480262569
2023-06-06,290918,291035.96663001965
2023-06-06,290297,291071.75308612065
2023-06-06,290421,291043.5716898834
2023-06-06,290507,291079.3581459844
2023-06-06,292804,291051.1767497472
2023-06-06,290162,291086.9632058482
2023-06-06,290195,291058.7818096109
2023-06-06,290156,291094.56826571195
2023-06-06,290198,291066.3868694747
2023-06-06,291044,291102.1733255757
2023-06-06,316667,291073.9919293385
2023-06-06,290174,291109.7783854395
2023-06-06,290132,291081.59698920225
2023-06-06,290142,291117.38344530325
2023-06-06,290133,291089.202049066
2023-06-06,290135,291124.988505167
2023-06-06,290213,291096.8071089298
2023-06-06,290246,291132.5935650308
2023-06-06,290791,291104.41216879355
2023-06-06,290332,291140.19862489455
2023-06-06,290326,291112.0172286573
2023-06-06,290392,291147.8036847583
2023-06-06,291814,291119.6222885211
2023-06-06,290252,291155.4087446221
2023-06-06,290210,291127.22734838485
2023-06-06,292063,291163.01380448585
2023-06-06,290314,291134.8324082486
2023-06-06,290234,291170.6188643496
2023-06-06,290283,291142.4374681124
2023-06-06,290878,291178.2239242134
2023-06-06,290305,291150.0425279761
2023-06-06,291791,291185.82898407715
2023-06-06,291970,291157.6475878399
2023-06-06,290623,291193.4340439409
2023-06-06,290220,291165.2526477037
2023-06-06,290280,291201.0391038047
2023-06-06,290294,291172.85770756745
2023-06-06,290206,291208.64416366845
2023-06-06,290406,291180.4627674312
2023-06-06,290366,291216.2492235322
2023-06-06,290321,291188.067827295
2023-06-06,290228,291223.854283396
2023-06-06,290263,291195.67288715875
2023-06-07,291936,291231.45934325975
2023-06-07,292212,291203.2779470225
2023-06-07,291982,291239.0644031235
2023-06-07,291975,291210.8830068863
2023-06-07,291987,291246.6694629873
2023-06-07,292859,291218.48806675005
2023-06-07,291969,291254.27452285105
2023-06-07,291955,291226.0931266138
2023-06-07,292361,291261.8795827148
2023-06-07,291986,291233.6981864776
2023-06-07,291939,291269.4846425786
2023-06-07,293141,291241.3032463413
2023-06-07,292040,291277.08970244235
2023-06-07,291928,291248.9083062051
2023-06-07,292198,291284.6947623061
2023-06-07,291908,291256.5133660689
2023-06-07,291923,291292.2998221699
2023-06-07,292325,291264.11842593265
2023-06-07,292960,291299.90488203365
2023-06-07,291912,291271.7234857964
2023-06-07,291952,291307.5099418974
2023-06-07,292000,291279.3285456602
2023-06-07,292871,291315.1150017612
2023-06-07,292179,291286.93360552395
2023-06-07,294613,291322.72006162495
2023-06-07,292162,291294.5386653877
2023-06-07,293198,291330.3251214887
2023-06-07,292337,291302.1437252515
2023-06-07,292124,291337.9301813525
2023-06-07,293331,291309.74878511525
2023-06-07,292037,291345.53524121625
2023-06-07,292029,291317.353844979
2023-06-07,302164,291353.14030108
2023-06-07,292143,291324.9589048428
2023-06-07,292066,291360.7453609438
2023-06-07,292015,291332.5639647065
2023-06-07,292054,291368.35042080755
2023-06-07,292053,291340.1690245703
2023-06-07,292002,291375.9554806713
2023-06-07,292045,291347.7740844341
2023-06-07,292019,291383.5605405351
2023-06-07,292028,291355.37914429785
2023-06-07,292120,291391.16560039885
2023-06-07,292627,291362.9842041616
2023-06-07,292031,291398.7706602626
2023-06-07,292008,291370.5892640254
2023-06-07,293104,291406.3757201264
2023-06-07,291917,291378.19432388915
2023-06-07,291774,291413.98077999015
2023-06-07,291893,291385.7993837529
2023-06-07,291795,291421.5858398539
2023-06-07,291876,291393.4044436167
2023-06-07,291901,291429.1908997177
2023-06-07,291805,291401.00950348045
2023-06-07,291724,291436.79595958145
2023-06-07,291758,291408.6145633442
2023-06-07,291767,291444.4010194452
2023-06-07,291756,291416.219623208
2023-06-07,291778,291452.006079309
2023-06-07,291757,291423.8246830717
2023-06-07,291743,291459.61113917275
2023-06-07,291716,291431.4297429355
2023-06-07,291703,291467.2161990365
2023-06-07,291691,291439.0348027993
2023-06-07,291730,291474.8212589003
2023-06-07,291689,291446.63986266305
2023-06-07,291762,291482.42631876405
2023-06-07,291694,291454.2449225268
2023-06-07,291686,291490.0313786278
2023-06-07,292101,291461.8499823906
2023-06-07,291672,291497.6364384916
2023-06-07,292490,291469.45504225435
2023-06-07,291817,291505.24149835535
2023-06-07,291796,291477.0601021181
2023-06-07,292188,291512.8465582191
2023-06-07,291964,291484.6651619819
2023-06-07,309985,291520.4516180829
2023-06-07,291884,291492.27022184565
2023-06-07,291898,291528.05667794665
2023-06-07,291877,291499.8752817094
2023-06-07,292353,291535.6617378104
2023-06-07,291859,291507.4803415732
2023-06-07,291985,291543.2667976742
2023-06-07,292369,291515.0854014369
2023-06-07,296539,291550.87185753795
2023-06-07,291891,291522.6904613007
2023-06-07,294383,291558.4769174017
2023-06-07,291845,291530.2955211645
2023-06-07,293607,291566.0819772655
2023-06-07,292036,291537.90058102825
2023-06-07,291804,291573.68703712925
2023-06-07,291836,291545.505640892
2023-06-07,291990,291581.292096993
2023-06-07,291793,291553.1107007558
2023-06-07,291815,291588.8971568568
2023-06-07,291889,291560.71576061955
2023-06-07,292164,291596.50221672055
2023-06-07,293017,291568.3208204833
2023-06-07,292096,291604.1072765843
2023-06-07,293403,291575.9258803471
2023-06-07,292171,291611.7123364481
2023-06-07,294746,291583.53094021085
2023-06-07,292445,291619.31739631185
2023-06-07,292428,291591.1360000746
2023-06-07,292447,291626.9224561756
2023-06-07,292426,291598.7410599384
2023-06-07,292423,291634.5275160394
2023-06-07,292375,291606.3461198021
2023-06-07,292614,291642.13257590315
2023-06-07,292394,291613.9511796659
2023-06-07,292378,291649.7376357669
2023-06-07,292348,291621.5562395297
2023-06-07,292359,291657.3426956307
2023-06-07,292435,291629.16129939345
2023-06-07,292384,291664.94775549445
2023-06-07,293064,291636.7663592572
2023-06-07,292408,291672.5528153582
2023-06-07,292336,291644.371419121
2023-06-07,292313,291680.157875222
2023-06-07,305198,291651.97647898475
2023-06-07,292422,291687.76293508575
2023-06-07,292344,291659.5815388485
2023-06-07,292441,291695.3679949495
2023-06-07,292436,291667.1865987123
2023-06-07,292499,291702.9730548133
2023-06-07,292467,291674.79165857605
2023-06-07,291663,291710.57811467705
2023-06-07,292556,291682.3967184398
2023-06-07,292544,291718.1831745408
2023-06-07,292557,291690.0017783036
2023-06-07,292545,291725.7882344046
2023-06-07,292538,291697.6068381673
2023-06-07,293668,291733.39329426835
2023-06-07,292695,291705.2118980311
2023-06-07,292515,291740.9983541321
2023-06-07,292532,291712.8169578949
2023-06-07,292410,291748.6034139959
2023-06-07,292502,291720.42201775865
2023-06-07,292543,291756.20847385965
2023-06-07,292536,291728.0270776224
2023-06-07,293471,291763.8135337234
2023-06-07,292482,291735.6321374862
2023-06-07,292537,291771.4185935872
2023-06-07,293605,291743.23719734995
2023-06-07,292487,291779.02365345095
2023-06-07,292483,291750.8422572137
2023-06-07,292507,291786.6287133147
2023-06-07,292469,291758.4473170775
2023-06-07,292523,291794.2337731785
2023-06-07,292106,291766.05237694125
2023-06-07,292542,291801.83883304225
2023-06-07,294132,291773.657436805
2023-06-07,292200,291809.443892906
2023-06-07,292218,291781.2624966688
2023-06-07,292260,291817.0489527698
